transaction_id,transaction_date,region,category,revenue,refunded,refund_amount
TX-0001476,2024-04-10,North West,Subscription,64.1,0,0.0
TX-0001477,2024-04-10,Yorkshire,Training,191.08,0,0.0
TX-0001478,2024-04-10,Yorkshire,Training,388.25,0,0.0
TX-0001479,2024-04-10,London,Consulting,433.45,0,0.0
TX-0001480,2024-04-10,London,Training,271.38,0,0.0
TX-0001481,2024-04-11,East Midlands,Subscription,33.56,0,0.0
TX-0001482,2024-04-11,London,Training,140.35,0,0.0
TX-0001483,2024-04-11,West Midlands,Training,264.69,0,0.0
TX-0001484,2024-04-11,London,Subscription,83.02,0,0.0
TX-0001485,2024-04-11,West Midlands,Training,255.46,0,0.0
TX-0001486,2024-04-11,North West,Training,261.61,0,0.0
TX-0001487,2024-04-11,East Midlands,Training,189.42,0,0.0
TX-0001488,2024-04-11,West Midlands,Training,262.01,0,0.0
TX-0001489,2024-04-11,West Midlands,Subscription,45.15,0,0.0
TX-0001490,2024-04-11,North West,Training,127.68,0,0.0
TX-0001491,2024-04-11,London,Consulting,241.45,0,0.0
TX-0001492,2024-04-11,East Midlands,Training,281.1,0,0.0
TX-0001493,2024-04-11,London,Training,338.57,0,0.0
TX-0001494,2024-04-11,London,Training,203.4,0,0.0
TX-0001495,2024-04-11,London,Training,50.0,0,0.0
TX-0001496,2024-04-11,London,Training,189.27,0,0.0
TX-0001497,2024-04-11,Yorkshire,Consulting,827.0,0,0.0
TX-0001498,2024-04-11,North West,Consulting,643.74,0,0.0
TX-0001499,2024-04-11,North West,Training,191.15,0,0.0
TX-0001500,2024-04-11,London,Training,221.68,0,0.0
TX-0001501,2024-04-11,East Midlands,Training,207.41,0,0.0
TX-0001502,2024-04-12,East Midlands,Training,303.09,0,0.0
TX-0001503,2024-04-12,East Midlands,Consulting,407.5,0,0.0
TX-0001504,2024-04-12,London,Training,166.27,0,0.0
TX-0001505,2024-04-12,London,Subscription,72.66,0,0.0
TX-0001506,2024-04-12,Yorkshire,Consulting,509.5,1,302.49
TX-0001507,2024-04-12,West Midlands,Training,245.64,0,0.0
TX-0001508,2024-04-12,North West,Subscription,74.29,0,0.0
TX-0001509,2024-04-12,London,Subscription,64.06,0,0.0
TX-0001510,2024-04-12,London,Training,158.51,0,0.0
TX-0001511,2024-04-12,London,Consulting,232.41,0,0.0
TX-0001512,2024-04-12,London,Training,86.03,0,0.0
TX-0001513,2024-04-12,East Midlands,Training,176.01,0,0.0
TX-0001514,2024-04-12,East Midlands,Training,182.99,0,0.0
TX-0001515,2024-04-12,East Midlands,Subscription,45.7,0,0.0
TX-0001516,2024-04-12,East Midlands,Subscription,47.56,0,0.0
TX-0001517,2024-04-12,Yorkshire,Training,254.39,0,0.0
TX-0001518,2024-04-12,West Midlands,Consulting,728.1,0,0.0
TX-0001519,2024-04-12,Yorkshire,Consulting,412.5,0,0.0
TX-0001520,2024-04-12,North West,Subscription,77.04,0,0.0
TX-0001521,2024-04-13,West Midlands,Training,212.2,0,0.0
TX-0001522,2024-04-13,West Midlands,Training,180.79,0,0.0
TX-0001523,2024-04-13,London,Consulting,372.14,0,0.0
TX-0001524,2024-04-13,Yorkshire,Training,115.93,0,0.0
TX-0001525,2024-04-13,East Midlands,Subscription,50.3,0,0.0
TX-0001526,2024-04-13,North West,Consulting,445.24,0,0.0
TX-0001527,2024-04-13,London,Subscription,73.93,0,0.0
TX-0001528,2024-04-13,East Midlands,Training,222.0,0,0.0
TX-0001529,2024-04-13,East Midlands,Training,139.18,0,0.0
TX-0001530,2024-04-13,East Midlands,Training,137.34,1,58.92
TX-0001531,2024-04-13,North West,Training,371.62,0,0.0
TX-0001532,2024-04-14,West Midlands,Consulting,487.48,0,0.0
TX-0001533,2024-04-14,North West,Subscription,29.98,0,0.0
TX-0001534,2024-04-14,West Midlands,Training,50.0,0,0.0
TX-0001535,2024-04-14,North West,Training,131.83,0,0.0
TX-0001536,2024-04-15,East Midlands,Subscription,59.15,0,0.0
TX-0001537,2024-04-15,London,Consulting,385.49,0,0.0
TX-0001538,2024-04-15,Yorkshire,Training,200.66,0,0.0
TX-0001539,2024-04-15,West Midlands,Consulting,255.51,1,184.79
TX-0001540,2024-04-15,London,Training,283.97,0,0.0
TX-0001541,2024-04-15,North West,Training,307.07,0,0.0
TX-0001542,2024-04-15,East Midlands,Training,128.74,0,0.0
TX-0001543,2024-04-15,West Midlands,Subscription,45.98,0,0.0
TX-0001544,2024-04-15,East Midlands,Subscription,115.86,0,0.0
TX-0001545,2024-04-15,Yorkshire,Subscription,67.65,0,0.0
TX-0001546,2024-04-15,London,Subscription,53.15,0,0.0
TX-0001547,2024-04-15,East Midlands,Training,194.17,0,0.0
TX-0001548,2024-04-15,West Midlands,Consulting,577.09,0,0.0
TX-0001549,2024-04-15,East Midlands,Training,306.22,0,0.0
TX-0001550,2024-04-15,Yorkshire,Consulting,504.3,0,0.0
TX-0001551,2024-04-15,London,Consulting,623.95,0,0.0
TX-0001552,2024-04-16,East Midlands,Training,193.63,0,0.0
TX-0001553,2024-04-16,Yorkshire,Subscription,28.2,0,0.0
TX-0001554,2024-04-16,London,Training,316.07,0,0.0
TX-0001555,2024-04-16,East Midlands,Subscription,72.22,0,0.0
TX-0001556,2024-04-16,London,Subscription,17.3,0,0.0
TX-0001557,2024-04-16,East Midlands,Training,201.05,0,0.0
TX-0001558,2024-04-16,East Midlands,Consulting,746.54,0,0.0
TX-0001559,2024-04-16,East Midlands,Training,290.3,0,0.0
TX-0001560,2024-04-16,Yorkshire,Training,294.23,0,0.0
TX-0001561,2024-04-16,London,Training,274.13,0,0.0
TX-0001562,2024-04-16,London,Training,302.21,0,0.0
TX-0001563,2024-04-16,Yorkshire,Consulting,254.27,0,0.0
TX-0001564,2024-04-16,London,Subscription,56.24,0,0.0
TX-0001565,2024-04-16,East Midlands,Consulting,474.32,0,0.0
TX-0001566,2024-04-16,East Midlands,Training,137.7,0,0.0
TX-0001567,2024-04-16,East Midlands,Consulting,100.0,0,0.0
TX-0001568,2024-04-16,Yorkshire,Training,274.42,0,0.0
TX-0001569,2024-04-17,West Midlands,Subscription,46.63,0,0.0
TX-0001570,2024-04-17,London,Training,168.85,0,0.0
TX-0001571,2024-04-17,London,Training,234.53,0,0.0
TX-0001572,2024-04-17,London,Training,173.46,0,0.0
TX-0001573,2024-04-17,West Midlands,Training,265.14,0,0.0
TX-0001574,2024-04-17,East Midlands,Consulting,682.38,1,462.84
TX-0001575,2024-04-17,London,Subscription,83.72,0,0.0
TX-0001576,2024-04-17,London,Training,415.62,0,0.0
TX-0001577,2024-04-17,West Midlands,Training,278.26,0,0.0
TX-0001578,2024-04-17,London,Training,304.25,0,0.0
TX-0001579,2024-04-17,West Midlands,Training,168.71,0,0.0
TX-0001580,2024-04-18,London,Training,190.06,0,0.0
TX-0001581,2024-04-18,East Midlands,Training,204.59,0,0.0
TX-0001582,2024-04-18,London,Training,266.61,0,0.0
TX-0001583,2024-04-18,London,Training,286.21,0,0.0
TX-0001584,2024-04-18,North West,Subscription,67.21,0,0.0
TX-0001585,2024-04-18,North West,Subscription,72.71,0,0.0
TX-0001586,2024-04-18,East Midlands,Training,151.84,0,0.0
TX-0001587,2024-04-18,Yorkshire,Consulting,257.46,0,0.0
TX-0001588,2024-04-18,East Midlands,Subscription,80.55,0,0.0
TX-0001589,2024-04-18,London,Training,123.61,0,0.0
TX-0001590,2024-04-18,London,Subscription,57.52,0,0.0
TX-0001591,2024-04-18,North West,Training,236.06,0,0.0
TX-0001592,2024-04-18,East Midlands,Training,301.95,0,0.0
TX-0001593,2024-04-18,West Midlands,Training,265.32,0,0.0
TX-0001594,2024-04-18,East Midlands,Training,257.0,0,0.0
TX-0001595,2024-04-18,Yorkshire,Training,212.03,0,0.0
TX-0001596,2024-04-18,Yorkshire,Consulting,349.34,0,0.0
TX-0001597,2024-04-18,London,Training,229.6,0,0.0
TX-0001598,2024-04-18,West Midlands,Subscription,81.13,0,0.0
TX-0001599,2024-04-18,Yorkshire,Training,323.19,0,0.0
TX-0001600,2024-04-19,London,Training,165.83,0,0.0
TX-0001601,2024-04-19,North West,Subscription,56.87,0,0.0
TX-0001602,2024-04-19,North West,Training,134.61,0,0.0
TX-0001603,2024-04-19,West Midlands,Training,198.05,0,0.0
TX-0001604,2024-04-19,London,Training,200.21,0,0.0
TX-0001605,2024-04-19,North West,Training,147.62,0,0.0
TX-0001606,2024-04-19,North West,Training,198.36,0,0.0
TX-0001607,2024-04-19,East Midlands,Training,214.58,0,0.0
TX-0001608,2024-04-19,East Midlands,Training,114.33,0,0.0
TX-0001609,2024-04-19,West Midlands,Training,88.13,0,0.0
TX-0001610,2024-04-19,North West,Training,286.31,0,0.0
TX-0001611,2024-04-19,London,Consulting,381.66,0,0.0
TX-0001612,2024-04-19,East Midlands,Training,242.36,0,0.0
TX-0001613,2024-04-19,London,Subscription,91.41,1,54.29
TX-0001614,2024-04-19,London,Training,280.2,0,0.0
TX-0001615,2024-04-19,London,Training,282.62,0,0.0
TX-0001616,2024-04-20,East Midlands,Training,268.46,0,0.0
TX-0001617,2024-04-20,London,Subscription,82.72,0,0.0
TX-0001618,2024-04-20,West Midlands,Consulting,499.36,0,0.0
TX-0001619,2024-04-20,Yorkshire,Subscription,75.5,0,0.0
TX-0001620,2024-04-20,East Midlands,Subscription,61.2,0,0.0
TX-0001621,2024-04-20,West Midlands,Training,254.06,0,0.0
TX-0001622,2024-04-20,North West,Training,120.23,0,0.0
TX-0001623,2024-04-20,North West,Training,204.08,0,0.0
TX-0001624,2024-04-20,London,Consulting,675.0,0,0.0
TX-0001625,2024-04-20,West Midlands,Training,229.96,1,114.4
TX-0001626,2024-04-20,London,Consulting,391.68,0,0.0
TX-0001627,2024-04-20,West Midlands,Training,348.47,0,0.0
TX-0001628,2024-04-20,North West,Subscription,76.36,0,0.0
TX-0001629,2024-04-20,West Midlands,Training,158.75,0,0.0
TX-0001630,2024-04-21,East Midlands,Subscription,46.4,0,0.0
TX-0001631,2024-04-21,East Midlands,Training,219.53,0,0.0
TX-0001632,2024-04-21,London,Training,321.61,0,0.0
TX-0001633,2024-04-21,London,Subscription,39.16,0,0.0
TX-0001634,2024-04-21,North West,Subscription,85.36,0,0.0
TX-0001635,2024-04-22,London,Training,279.74,0,0.0
TX-0001636,2024-04-22,London,Training,181.36,0,0.0
TX-0001637,2024-04-22,West Midlands,Subscription,27.76,0,0.0
TX-0001638,2024-04-22,London,Training,374.7,0,0.0
TX-0001639,2024-04-22,North West,Consulting,510.13,0,0.0
TX-0001640,2024-04-22,Yorkshire,Training,210.04,0,0.0
TX-0001641,2024-04-22,West Midlands,Subscription,65.56,0,0.0
TX-0001642,2024-04-22,West Midlands,Consulting,743.65,0,0.0
TX-0001643,2024-04-22,London,Consulting,622.09,0,0.0
TX-0001644,2024-04-22,Yorkshire,Subscription,43.25,0,0.0
TX-0001645,2024-04-22,West Midlands,Subscription,15.95,0,0.0
TX-0001646,2024-04-22,Yorkshire,Training,322.84,0,0.0
TX-0001647,2024-04-23,Yorkshire,Training,91.45,0,0.0
TX-0001648,2024-04-23,North West,Consulting,481.48,0,0.0
TX-0001649,2024-04-23,West Midlands,Training,159.97,0,0.0
TX-0001650,2024-04-23,East Midlands,Training,248.61,0,0.0
TX-0001651,2024-04-23,West Midlands,Training,185.06,0,0.0
TX-0001652,2024-04-23,East Midlands,Consulting,534.39,0,0.0
TX-0001653,2024-04-23,London,Training,226.16,0,0.0
TX-0001654,2024-04-23,East Midlands,Training,225.92,0,0.0
TX-0001655,2024-04-23,Yorkshire,Training,214.59,0,0.0
TX-0001656,2024-04-23,North West,Training,364.96,0,0.0
TX-0001657,2024-04-23,North West,Consulting,525.18,0,0.0
TX-0001658,2024-04-23,Yorkshire,Subscription,35.64,0,0.0
TX-0001659,2024-04-23,Yorkshire,Training,302.63,0,0.0
TX-0001660,2024-04-23,North West,Consulting,435.6,0,0.0
TX-0001661,2024-04-23,West Midlands,Subscription,41.78,0,0.0
TX-0001662,2024-04-23,London,Training,159.77,0,0.0
TX-0001663,2024-04-23,London,Training,330.62,0,0.0
TX-0001664,2024-04-24,East Midlands,Consulting,584.57,0,0.0
TX-0001665,2024-04-24,Yorkshire,Training,167.78,0,0.0
TX-0001666,2024-04-24,East Midlands,Consulting,215.62,0,0.0
TX-0001667,2024-04-24,East Midlands,Subscription,73.51,0,0.0
TX-0001668,2024-04-24,Yorkshire,Training,268.02,0,0.0
TX-0001669,2024-04-24,West Midlands,Subscription,29.38,0,0.0
TX-0001670,2024-04-24,East Midlands,Training,111.51,0,0.0
TX-0001671,2024-04-24,London,Training,218.63,0,0.0
TX-0001672,2024-04-24,Yorkshire,Subscription,90.33,0,0.0
TX-0001673,2024-04-24,North West,Consulting,327.51,0,0.0
TX-0001674,2024-04-24,North West,Consulting,445.61,0,0.0
TX-0001675,2024-04-24,North West,Consulting,233.17,0,0.0
TX-0001676,2024-04-24,London,Training,336.45,0,0.0
TX-0001677,2024-04-24,North West,Subscription,51.4,0,0.0
TX-0001678,2024-04-24,Yorkshire,Subscription,67.86,0,0.0
TX-0001679,2024-04-24,North West,Subscription,60.63,0,0.0
TX-0001680,2024-04-24,London,Training,258.03,0,0.0
TX-0001681,2024-04-24,West Midlands,Consulting,605.43,0,0.0
TX-0001682,2024-04-24,Yorkshire,Training,123.06,0,0.0
TX-0001683,2024-04-24,North West,Consulting,152.31,0,0.0
TX-0001684,2024-04-24,North West,Training,289.24,0,0.0
TX-0001685,2024-04-24,West Midlands,Training,116.59,0,0.0
TX-0001686,2024-04-24,London,Subscription,83.56,0,0.0
TX-0001687,2024-04-24,North West,Subscription,82.64,0,0.0
TX-0001688,2024-04-25,Yorkshire,Training,86.83,0,0.0
TX-0001689,2024-04-25,East Midlands,Consulting,323.13,1,273.81
TX-0001690,2024-04-25,North West,Training,280.61,0,0.0
TX-0001691,2024-04-25,North West,Training,290.85,0,0.0
TX-0001692,2024-04-25,Yorkshire,Subscription,38.21,0,0.0
TX-0001693,2024-04-25,East Midlands,Training,298.17,0,0.0
TX-0001694,2024-04-25,Yorkshire,Training,285.81,0,0.0
TX-0001695,2024-04-25,London,Training,219.59,0,0.0
TX-0001696,2024-04-25,Yorkshire,Training,172.16,0,0.0
TX-0001697,2024-04-25,Yorkshire,Training,132.78,0,0.0
TX-0001698,2024-04-25,North West,Subscription,54.07,0,0.0
TX-0001699,2024-04-25,London,Training,322.52,0,0.0
TX-0001700,2024-04-25,West Midlands,Training,247.43,0,0.0
TX-0001701,2024-04-25,East Midlands,Training,225.65,0,0.0
TX-0001702,2024-04-25,West Midlands,Subscription,34.42,0,0.0
TX-0001703,2024-04-25,North West,Training,151.32,0,0.0
TX-0001704,2024-04-25,London,Training,235.56,0,0.0
TX-0001705,2024-04-25,West Midlands,Training,74.85,0,0.0
TX-0001706,2024-04-25,London,Training,192.9,0,0.0
TX-0001707,2024-04-26,North West,Subscription,27.87,0,0.0
TX-0001708,2024-04-26,London,Consulting,587.0,0,0.0
TX-0001709,2024-04-26,North West,Consulting,624.03,0,0.0
TX-0001710,2024-04-26,London,Consulting,165.27,0,0.0
TX-0001711,2024-04-26,North West,Subscription,44.06,0,0.0
TX-0001712,2024-04-26,London,Consulting,399.03,0,0.0
TX-0001713,2024-04-26,London,Subscription,94.69,0,0.0
TX-0001714,2024-04-26,Yorkshire,Subscription,68.45,0,0.0
TX-0001715,2024-04-26,West Midlands,Training,213.26,0,0.0
TX-0001716,2024-04-26,North West,Training,188.28,0,0.0
TX-0001717,2024-04-26,North West,Training,138.28,0,0.0
TX-0001718,2024-04-26,North West,Training,402.04,0,0.0
TX-0001719,2024-04-26,East Midlands,Training,206.25,0,0.0
TX-0001720,2024-04-26,London,Training,205.82,0,0.0
TX-0001721,2024-04-26,North West,Training,326.26,0,0.0
TX-0001722,2024-04-26,London,Training,310.74,1,239.38
TX-0001723,2024-04-26,East Midlands,Training,230.64,0,0.0
TX-0001724,2024-04-27,East Midlands,Training,271.3,0,0.0
TX-0001725,2024-04-27,East Midlands,Training,360.16,0,0.0
TX-0001726,2024-04-27,North West,Training,324.85,0,0.0
TX-0001727,2024-04-27,Yorkshire,Subscription,40.66,0,0.0
TX-0001728,2024-04-27,London,Training,295.78,0,0.0
TX-0001729,2024-04-27,North West,Training,99.02,0,0.0
TX-0001730,2024-04-27,East Midlands,Training,205.66,0,0.0
TX-0001731,2024-04-27,North West,Training,372.08,0,0.0
TX-0001732,2024-04-28,North West,Subscription,48.52,0,0.0
TX-0001733,2024-04-28,North West,Subscription,61.01,0,0.0
TX-0001734,2024-04-28,Yorkshire,Consulting,490.1,0,0.0
TX-0001735,2024-04-28,London,Training,284.59,0,0.0
TX-0001736,2024-04-28,Yorkshire,Training,133.72,0,0.0
TX-0001737,2024-04-28,Yorkshire,Training,237.81,0,0.0
TX-0001738,2024-04-28,East Midlands,Consulting,472.27,0,0.0
TX-0001739,2024-04-29,East Midlands,Training,174.97,0,0.0
TX-0001740,2024-04-29,London,Training,50.0,0,0.0
TX-0001741,2024-04-29,London,Training,103.23,0,0.0
TX-0001742,2024-04-29,East Midlands,Consulting,432.65,0,0.0
TX-0001743,2024-04-29,North West,Training,125.06,0,0.0
TX-0001744,2024-04-29,London,Training,64.93,0,0.0
TX-0001745,2024-04-29,Yorkshire,Training,216.9,0,0.0
TX-0001746,2024-04-29,London,Training,323.19,0,0.0
TX-0001747,2024-04-29,North West,Training,233.84,0,0.0
TX-0001748,2024-04-29,East Midlands,Training,77.41,0,0.0
TX-0001749,2024-04-29,West Midlands,Subscription,60.22,0,0.0
TX-0001750,2024-04-29,Yorkshire,Training,211.87,0,0.0
TX-0001751,2024-04-29,West Midlands,Subscription,54.92,0,0.0
TX-0001752,2024-04-29,London,Training,233.43,0,0.0
TX-0001753,2024-04-29,East Midlands,Training,325.07,0,0.0
TX-0001754,2024-04-29,North West,Training,351.97,0,0.0
TX-0001755,2024-04-29,East Midlands,Training,258.41,0,0.0
TX-0001756,2024-04-29,Yorkshire,Training,239.67,0,0.0
TX-0001757,2024-04-29,London,Subscription,69.37,0,0.0
TX-0001758,2024-04-30,London,Consulting,100.0,0,0.0
TX-0001759,2024-04-30,East Midlands,Training,112.35,0,0.0
TX-0001760,2024-04-30,London,Training,259.45,0,0.0
TX-0001761,2024-04-30,Yorkshire,Consulting,418.74,0,0.0
TX-0001762,2024-04-30,West Midlands,Consulting,166.15,0,0.0
TX-0001763,2024-04-30,East Midlands,Training,119.16,0,0.0
TX-0001764,2024-04-30,West Midlands,Consulting,363.16,0,0.0
TX-0001765,2024-04-30,East Midlands,Subscription,84.48,0,0.0
TX-0001766,2024-04-30,London,Subscription,63.31,0,0.0
TX-0001767,2024-04-30,North West,Training,147.72,0,0.0
TX-0001768,2024-04-30,London,Consulting,348.14,0,0.0
TX-0001769,2024-04-30,North West,Consulting,1054.71,0,0.0
TX-0001770,2024-04-30,London,Subscription,71.16,0,0.0
TX-0001771,2024-04-30,Yorkshire,Subscription,36.6,0,0.0
TX-0001772,2024-04-30,West Midlands,Training,356.08,0,0.0
TX-0001773,2024-04-30,North West,Subscription,50.5,0,0.0
TX-0001774,2024-04-30,London,Training,393.27,0,0.0
TX-0001775,2024-04-30,West Midlands,Subscription,94.64,0,0.0
TX-0001776,2024-04-30,London,Subscription,69.64,0,0.0
TX-0001777,2024-04-30,Yorkshire,Training,190.41,0,0.0
TX-0001778,2024-05-01,East Midlands,Subscription,58.39,0,0.0
TX-0001779,2024-05-01,London,Training,204.97,0,0.0
TX-0001780,2024-05-01,East Midlands,Consulting,274.87,0,0.0
TX-0001781,2024-05-01,London,Training,125.64,0,0.0
TX-0001782,2024-05-01,Yorkshire,Training,178.13,0,0.0
TX-0001783,2024-05-01,West Midlands,Consulting,351.24,0,0.0
TX-0001784,2024-05-01,Yorkshire,Training,241.99,0,0.0
TX-0001785,2024-05-01,West Midlands,Subscription,43.29,0,0.0
TX-0001786,2024-05-01,East Midlands,Subscription,71.43,0,0.0
TX-0001787,2024-05-01,London,Training,125.41,0,0.0
TX-0001788,2024-05-01,Yorkshire,Training,177.5,0,0.0
TX-0001789,2024-05-01,Yorkshire,Consulting,575.83,0,0.0
TX-0001790,2024-05-01,East Midlands,Training,216.55,0,0.0
TX-0001791,2024-05-01,Yorkshire,Training,216.75,0,0.0
TX-0001792,2024-05-01,East Midlands,Training,404.42,0,0.0
TX-0001793,2024-05-01,East Midlands,Training,50.0,0,0.0
TX-0001794,2024-05-01,East Midlands,Subscription,74.25,0,0.0
TX-0001795,2024-05-01,North West,Subscription,48.58,0,0.0
TX-0001796,2024-05-01,West Midlands,Consulting,858.13,0,0.0
TX-0001797,2024-05-01,Yorkshire,Consulting,637.78,0,0.0
TX-0001798,2024-05-01,North West,Training,226.01,0,0.0
TX-0001799,2024-05-02,West Midlands,Consulting,462.06,0,0.0
TX-0001800,2024-05-02,West Midlands,Training,251.41,0,0.0
TX-0001801,2024-05-02,London,Subscription,71.88,0,0.0
TX-0001802,2024-05-02,Yorkshire,Training,163.47,0,0.0
TX-0001803,2024-05-02,Yorkshire,Training,299.87,0,0.0
TX-0001804,2024-05-02,Yorkshire,Training,239.02,0,0.0
TX-0001805,2024-05-02,West Midlands,Training,287.57,0,0.0
TX-0001806,2024-05-02,North West,Consulting,606.46,0,0.0
TX-0001807,2024-05-02,East Midlands,Consulting,389.25,0,0.0
TX-0001808,2024-05-02,West Midlands,Subscription,55.98,0,0.0
TX-0001809,2024-05-02,East Midlands,Subscription,64.93,0,0.0
TX-0001810,2024-05-02,East Midlands,Training,216.69,0,0.0
TX-0001811,2024-05-02,West Midlands,Training,210.05,0,0.0
TX-0001812,2024-05-02,London,Training,143.38,0,0.0
TX-0001813,2024-05-02,London,Training,288.11,0,0.0
TX-0001814,2024-05-02,London,Consulting,557.76,0,0.0
TX-0001815,2024-05-02,London,Subscription,44.25,0,0.0
TX-0001816,2024-05-03,East Midlands,Consulting,510.66,0,0.0
TX-0001817,2024-05-03,North West,Training,289.58,0,0.0
TX-0001818,2024-05-03,London,Subscription,65.04,0,0.0
TX-0001819,2024-05-03,London,Training,213.19,0,0.0
TX-0001820,2024-05-03,London,Training,382.52,0,0.0
TX-0001821,2024-05-03,East Midlands,Training,136.25,0,0.0
TX-0001822,2024-05-03,London,Training,343.57,0,0.0
TX-0001823,2024-05-03,London,Training,326.56,0,0.0
TX-0001824,2024-05-03,North West,Subscription,56.67,0,0.0
TX-0001825,2024-05-03,West Midlands,Subscription,37.36,0,0.0
TX-0001826,2024-05-03,North West,Training,169.81,0,0.0
TX-0001827,2024-05-03,North West,Training,152.22,0,0.0
TX-0001828,2024-05-03,West Midlands,Training,212.35,0,0.0
TX-0001829,2024-05-04,North West,Consulting,739.07,0,0.0
TX-0001830,2024-05-04,East Midlands,Training,182.8,0,0.0
TX-0001831,2024-05-04,London,Training,295.08,0,0.0
TX-0001832,2024-05-04,West Midlands,Subscription,50.05,0,0.0
TX-0001833,2024-05-04,London,Training,311.6,1,164.99
TX-0001834,2024-05-04,West Midlands,Subscription,82.45,0,0.0
TX-0001835,2024-05-04,North West,Training,342.31,0,0.0
TX-0001836,2024-05-04,East Midlands,Training,257.39,0,0.0
TX-0001837,2024-05-05,London,Training,217.66,0,0.0
TX-0001838,2024-05-05,East Midlands,Training,214.66,0,0.0
TX-0001839,2024-05-05,London,Subscription,57.81,0,0.0
TX-0001840,2024-05-05,London,Training,120.28,0,0.0
TX-0001841,2024-05-05,Yorkshire,Training,270.97,0,0.0
TX-0001842,2024-05-06,Yorkshire,Subscription,26.85,0,0.0
TX-0001843,2024-05-06,Yorkshire,Training,165.48,0,0.0
TX-0001844,2024-05-06,London,Training,220.23,0,0.0
TX-0001845,2024-05-06,East Midlands,Training,287.8,0,0.0
TX-0001846,2024-05-06,Yorkshire,Subscription,68.85,0,0.0
TX-0001847,2024-05-06,London,Training,50.0,0,0.0
TX-0001848,2024-05-06,East Midlands,Training,127.96,0,0.0
TX-0001849,2024-05-06,London,Training,137.67,0,0.0
TX-0001850,2024-05-06,East Midlands,Subscription,66.0,0,0.0
TX-0001851,2024-05-06,East Midlands,Training,241.58,0,0.0
TX-0001852,2024-05-06,North West,Training,225.06,0,0.0
TX-0001853,2024-05-06,West Midlands,Training,390.87,0,0.0
TX-0001854,2024-05-06,London,Training,241.3,0,0.0
TX-0001855,2024-05-06,West Midlands,Subscription,74.73,0,0.0
TX-0001856,2024-05-06,West Midlands,Subscription,51.35,0,0.0
TX-0001857,2024-05-06,East Midlands,Subscription,83.04,0,0.0
TX-0001858,2024-05-06,Yorkshire,Consulting,478.29,0,0.0
TX-0001859,2024-05-06,East Midlands,Subscription,81.26,0,0.0
TX-0001860,2024-05-07,London,Subscription,43.48,0,0.0
TX-0001861,2024-05-07,North West,Training,164.68,0,0.0
TX-0001862,2024-05-07,London,Training,138.32,0,0.0
TX-0001863,2024-05-07,North West,Subscription,100.59,0,0.0
TX-0001864,2024-05-07,Yorkshire,Training,276.48,0,0.0
TX-0001865,2024-05-07,Yorkshire,Training,141.58,0,0.0
TX-0001866,2024-05-07,London,Training,167.13,0,0.0
TX-0001867,2024-05-07,East Midlands,Consulting,526.02,0,0.0
TX-0001868,2024-05-07,West Midlands,Subscription,52.84,0,0.0
TX-0001869,2024-05-07,London,Training,262.99,0,0.0
TX-0001870,2024-05-07,London,Training,283.26,0,0.0
TX-0001871,2024-05-07,London,Consulting,158.89,0,0.0
TX-0001872,2024-05-07,London,Training,73.54,0,0.0
TX-0001873,2024-05-07,North West,Consulting,490.01,0,0.0
TX-0001874,2024-05-07,London,Subscription,61.92,0,0.0
TX-0001875,2024-05-07,West Midlands,Training,172.49,0,0.0
TX-0001876,2024-05-07,East Midlands,Training,160.17,0,0.0
TX-0001877,2024-05-07,East Midlands,Subscription,53.93,0,0.0
TX-0001878,2024-05-07,Yorkshire,Subscription,22.88,0,0.0
TX-0001879,2024-05-07,London,Consulting,676.03,0,0.0
TX-0001880,2024-05-07,North West,Training,246.92,0,0.0
TX-0001881,2024-05-08,Yorkshire,Training,328.67,0,0.0
TX-0001882,2024-05-08,East Midlands,Training,183.2,0,0.0
TX-0001883,2024-05-08,North West,Training,249.7,0,0.0
TX-0001884,2024-05-08,West Midlands,Subscription,51.18,0,0.0
TX-0001885,2024-05-08,North West,Training,283.32,0,0.0
TX-0001886,2024-05-08,East Midlands,Subscription,102.56,0,0.0
TX-0001887,2024-05-08,East Midlands,Training,124.69,0,0.0
TX-0001888,2024-05-08,West Midlands,Training,186.8,0,0.0
TX-0001889,2024-05-08,London,Subscription,15.0,0,0.0
TX-0001890,2024-05-08,North West,Training,275.22,0,0.0
TX-0001891,2024-05-08,Yorkshire,Training,242.02,0,0.0
TX-0001892,2024-05-08,North West,Subscription,29.77,0,0.0
TX-0001893,2024-05-08,East Midlands,Subscription,51.7,0,0.0
TX-0001894,2024-05-09,London,Training,219.5,0,0.0
TX-0001895,2024-05-09,Yorkshire,Training,105.15,0,0.0
TX-0001896,2024-05-09,London,Consulting,334.21,0,0.0
TX-0001897,2024-05-09,West Midlands,Consulting,510.4,0,0.0
TX-0001898,2024-05-09,London,Training,251.62,0,0.0
TX-0001899,2024-05-09,London,Training,78.95,0,0.0
TX-0001900,2024-05-09,London,Training,206.11,0,0.0
TX-0001901,2024-05-09,North West,Consulting,568.52,0,0.0
TX-0001902,2024-05-09,Yorkshire,Subscription,23.64,0,0.0
TX-0001903,2024-05-09,West Midlands,Training,264.51,0,0.0
TX-0001904,2024-05-09,Yorkshire,Training,207.63,0,0.0
TX-0001905,2024-05-09,Yorkshire,Training,160.23,0,0.0
TX-0001906,2024-05-09,West Midlands,Training,281.47,0,0.0
TX-0001907,2024-05-09,London,Consulting,522.03,0,0.0
